영문공항명,한글공항,공항코드1(IATA),공항코드2(ICAO),지역,영문국가명,한글국가명,영문도시명
Osaka International Airport,오사카 국제공항,ITM,RJOO,아시아태평양,Japan,일본,Osaka
Osaka Yao Airport,오사카 야오 공항,n/a,RJOY,아시아태평양,Japan,일본,Osaka
Osborne Mine Airport,오스본 광산 공항,OSO,YOSB,대양주,Australia,오스트레일리아,Osborne Mine
Oscar Machado Zuloaga Airport,오스카 마차도 줄로아가 공항,n/a,SVCS,중남미,Venezuela,베네수엘라,Caracas
Oscoda Wurtsmith Airport,오스코다 워트스미스 공항,OSC,KOSC,북미캐나다,United States,미국,Oscoda
Osh Airport,오쉬 공항,OSS,UCFO,아시아태평양,Kyrgyzstan,키르기스스탄,Osh
Oshima Airport,오시마 공항,OIM,RJTO,아시아태평양,Japan,일본,oshima
Osijek Airport,오시예크 공항,OSI,LDOS,유럽,Croatia,크로아티아,Osijek
Oskarshamn Airport,오스카르스함 공항,OSK,ESMO,유럽,Sweden,스웨덴,Oskarshamn
Oskemen Airport,오스케멘 공항,UKK,UASK,아시아태평양,Kazakhstan,카자흐스탄,Ust-Kamenogorsk
Oslo Airport Gardermoen,오슬로 공항 가르데르모엔,OSL,ENGM,유럽,Norway,노르웨이,Oslo
Osmanabad Airport,오스마나바드 공항,n/a,n/a,아시아태평양,India,인도,Osmanabad
Osmani International Airport,오스마니 국제 공항,ZYL,VGSY,아시아태평양,Bangladesh,방글라데시,Sylhet
Ossora Airport,오소라 공항,n/a,n/a,유럽,Russia,러시아,Ossora
Ostafyevo International Airport,오스타피예보 국제공항,OSF,UUMO,유럽,Russia,러시아,Moscow-Podolsk
Ostend Bruges International Airport,오스스텐드 브뤼헤 국제공항,OST,EBOS,유럽,Belgium,벨기에,Ostend-Bruges
Osvaldo Vieira International Airport,오스발도 비에이라 국제 공항,OXB,GGOV,중동아프리카,Guinea-Bissau,기니비사우,Bissau
Oswaldo Guevara Mujica Airport,오스왈도 게바라 무히카 공항,AGV,SVAC,중남미,Venezuela,베네수엘라,Acarigua
Ottawa International Airport,오타와 국제공항,YOW,CYOW,북미캐나다,Canada,캐나다,Ottawa
Otto Vor Airport,오토 보르 공항,OTO,n/a,북미캐나다,United States,미국,Otto
Ouagadougou Airport,와가두구 공항,OUA,DFFD,중동아프리카,Burkina Faso,부르키나 파소,Ouagadougou
Ouanaham Airport,와나함 공항,LIF,NWWL,아시아태평양,New Caledonia,뉴칼레도니아,Lifou
Ouango Fitini Airport,우앙고 피티니 공항,OFI,DIOF,중동아프리카,Cote d'Ivoire,코트디부아르,Ouango Fitini
Ouani Airport,우아니 공항,AJN,FMCV,중동아프리카,Comoros,코모로,Anjouan
Ouarzazate Airport,와르자자테 공항,OZZ,GMMZ,중동아프리카,Morocco,모로코,Ouarzazate
Oudomsay Airport,우돔사이 공항,ODY,VLOS,아시아태평양,Laos,라오스,Muang Xay
Oued Irara Krim Belkacem Airport,우에드 이라라 크림 벨카젬 공항,HME,DAUH,중동아프리카,Algeria,알제리,Hassi Messaoud
Oulu Airport,오울루 공항,OUL,EFOU,유럽,Finland,핀란드,Oulu
Ouro Sogui Airport,오우로 소구이 공항,MAX,GOSM,중동아프리카,Senegal,세네갈,Matam
Out Skerries Airport,아웃스케리스 공항,OUK,n/a,유럽,United Kingdom,영국,Out Skerries
Ouvea Airport,우베아 공항,UVE,NWWV,아시아태평양,New Caledonia,뉴칼레도니아,Ouvea
Ouzinkie Airport,우징키 공항,KOZ,n/a,북미캐나다,United States,미국,Ouzinkie
Owen Roberts International Airport,오웬 로버츠 국제 공항,GCM,MWCR,중남미,Cayman Islands,케이멘제도,Grand Cayman
Owensboro Daviess County Airport,오웬스보로 데이비스 카운티 공항,OWB,KOWB,북미캐나다,United States,미국,Owensboro
Oxford Airport,옥스퍼드 공항,OXF,EGTK,유럽,United Kingdom,영국,Oxford
Oxford House Airport,옥스퍼드 하우스 공항,YOH,CYOH,북미캐나다,Canada,캐나다,Oxford House
Oyem Airport,오옘 공항,OYE,FOGO,중동아프리카,Gabon,가봉,Oyem
Oyo Ollombo Airport,오요 올롬보 공항,OLL,n/a,중동아프리카,Republic of the Congo,콩고,Oyo
Ozar Airport,오자르 공항,ISK,VAOZ,아시아태평양,India,인도,Nashik
Ozernaya Airport,오제르나야 공항,n/a,n/a,유럽,Russia,러시아,Ozernaya
Paama Airport,파마 공항,PBJ,NVSI,아시아태평양,Vanuatu,바누아투,Paama
Paamiut Airport,파미우트 공항,JFR,BGPT,유럽,Greenland,그린란드,Paamiut
Paderborn Lippstadt Airport,파더본 립슈타트 공항,PAD,EDLP,유럽,Germany,독일,Paderborn
Padre Aldamiz International Airport,파드레 알다미즈 국제공항,PEM,SPTU,중남미,Peru,페루,Puerto Maldonado
Pagadian Airport,파가디안 공항,PAG,RPMP,아시아태평양,Philippines,필리핀,Pagadian
Page Field,페이지 필드,FMY,KFMY,북미캐나다,United States,미국,Fort Myers
Page Municipal Airport,페이지 공항,PGA,KPGA,북미캐나다,United States,미국,Page
Pago Pago International Airport,파고파고 국제공항,PPG,NSTU,아시아태평양,American Samoa,아메리칸 사모아,Pago Pago
Pai Airport,빠이 공항,PYY,n/a,아시아태평양,Thailand,태국,Pai
Paine FieldAirport,페인 필드 공항,PAE,KPAE,북미캐나다,United States,미국,Everett
Painter Creek Airport,페인터 크릭 공항,PCE,n/a,북미캐나다,United States,미국,Alaska
Pajala Airport,파잘라 공항,PJA,ESUP,유럽,Sweden,스웨덴,Pajala
Pajas Blancas Airport,파자스 블랑카스 공항,COR,SACO,중남미,Argentina,아르헨티나,Cordoba
Pakokku Airport,파코쿠 공항,n/a,VYPU,아시아태평양,Myanmar,미얀마,Pakokku
Pakse International Airport,빡쎄 국제공항,PKZ,VLPS,아시아태평양,Laos,라오스,Pakse
Pakuba Airfield,파쿠바 비행장,PAF,HUPA,중동아프리카,Uganda,우간다,Pakuba
Pakyong Airport,박용 공항,PYG,VEPY,아시아태평양,India,인도,Gangtok
Palana Airport,팔라나 공항,n/a,UHPL,유럽,Russia,러시아,Palana
Palanan Isabella Airport,팔라난 이사벨라 공항,n/a,RPLN,아시아태평양,Philippines,필리핀,Palanan
Palanga International Airport,팔랑가 국제 공항,PLQ,EYPA,유럽,Lithuania,리투아니아,Palanga
Palavi Palaviya Airport,팔라비 팔라비야 공항,n/a,n/a,아시아태평양,Sri Lanka,스리랑카,Palavi Palaviya
Palenque International Airport,팔렝케 국제공항,PQM,MMPQ,중남미,Mexico,멕시코,Palenque
Palm Beach International Airport,팜 비치 국제 공항,PBI,KPBI,북미캐나다,United States,미국,West Palm Beach
Palm Island Airport,팜 아일랜드 공항,PMK,YPAM,대양주,Australia,오스트레일리아,Palm Island
Palm Springs International Airport,팜스프링스 국제공항,PSP,KPSP,북미캐나다,United States,미국,Palm Springs
Palma Airport,팔마 공항,LMZ,n/a,중동아프리카,Mozambique,모잠비크,Palma
Palma de Mallorca Airport,팔마 데 마요르카 공항,PMI,LEPA,유럽,Spain,스페인,Palma de Mallorca
Palma de Mallorca Son Bonet Airport,팔마 데 마요르카 손 보네트 공항,SBO,LESB,유럽,Spain,스페인,Palma de Mallorca
Palmar Sur Airport,팔마르 수르 공항,PMZ,MRPM,중남미,Costa Rica,코스타리카,Palmar Sur
Palmas Brigadeiro Lysias Rodrigues Airport,팔마스 브리가데이로 리시아스 로드리게스 공항,PMW,SBPJ,중남미,Brazil,브라질,Palmas
Palmerston North Airport,파머스톤 노스 공항,PMR,NZPM,아시아태평양,New Zealand,뉴질랜드,Palmerston North
Palo Alto Airport,팔로 알토 공항,PAO,KPAO,북미캐나다,United States,미국,Palo Alto
Paloich Airport,팔로이치 공항,n/a,HSFA,중동아프리카,South Sudan,수단,Higlieg
Palonegro International Airport,팔로 네그로 공항,BGA,SKBG,중남미,Colombia,콜롬비아,Bucaramanga
Palopo Lagaligo Airport,팔로포 라갈리고 공항,LLO,n/a,아시아태평양,Indonesia,인도네시아,Palopo
Pampa Guanaco Airport,팜파 과나코 공항,DPB,n/a,중남미,Chile,칠레,Cameron
Pamplona Airport,팜플로나 공항,PNA,LEPP,유럽,Spain,스페인,Pamplona
Panama PacIfico International Airport,파나마 파시피코 국제공항,BLB,MPPA,중남미,Panama,파나마,Panama Pacifico
Pangborn Memorial Airport,팽본 메모리얼 공항,EAT,KEAT,북미캐나다,United States,미국,Wenatchee
Pangkor Airport,팡코르 공항,PKG,WMPA,아시아태평양,Malaysia,말레이시아,Pangkor Island
Pangnirtung Airport,팡니르퉁 공항,YXP,CYXP,북미캐나다,Canada,캐나다,Pangnirtung
Pangsuma Airport,팡수마 공항,PSU,WIOP,아시아태평양,Indonesia,인도네시아,Putussibau
Panguilemo Airport,팡길레모 공항,TLX,SCTL,중남미,Chile,칠레,Talca
Panjang Island Airport,판장섬 공항,PPJ,WIIG,아시아태평양,Indonesia,인도네시아,Panjang Island
Panjgur Airport,판즈구르 공항,PJG,OPPG,중동아프리카,Pakistan,파키스탄,Panjgur
Pantelleria Airport,판텔레리아 공항,PNL,LICG,유럽,Italy,이탈리아,Pantelleria
Pantnagar Airport,판트나가르 공항,PGH,VIPT,아시아태평양,India,인도,Pantnagar
Panzhihua Bao'anying Airport,판즈화 바오안잉 공항,PZI,ZUZH,아시아태평양,China,중국,Panzhihua
Papa Stour Airstrip,파파 스투르 활주로,PSV,EGZT,유럽,United Kingdom,영국,Papa Stour
Papa Westray Airport,파파 웨스트레이 공항,PPW,EGEP,유럽,United Kingdom,영국,Papa Westray
Paphos International Airport,파 포스 국제 공항,PFO,LCPH,유럽,Cyprus,키프러스,Paphos
Paraburdoo Airport,파라버두 공항,PBO,YPBO,대양주,Australia,오스트레일리아,Paraburdoo
Parakou Airport,파라커우 공항,PKO,DBBP,중동아프리카,Benin,베냉,Parakou
Paramillo Airport,파라미요 공항,SCI,SVPM,중남미,Venezuela,베네수엘라,San Cristobal
Parasi Airport,파라시 공항,PRS,AGGP,아시아태평양,Solomon Islands,솔로몬 제도,Parasi
Pardubice Airport,파르두비체 공항,PED,LKPD,유럽,Czechia,체코,Pardubice
Paris Le Bourget Airport,파리 르 부르제 공항,LBG,LFPB,유럽,France,프랑스,Paris
Parkes Airport,파크스 공항,PKE,YPKS,대양주,Australia,오스트레일리아,Parkes
Parma Airport,파르마 공항,PMF,LIMP,유럽,Italy,이탈리아,Parma
ParnaIba Prefeito Dr. Joao Silva Filho International Airport,파르나이바 프레페이토 박사 주앙 실바 필류 국제공항,PHB,SBPB,중남미,Brazil,브라질,ParnaIba
PArnu Airport,페르누 공항,EPU,EEPU,유럽,Estonia,에스토니아,PArnu
Paro International Airport,파로 국제 공항,PBH,VQPR,아시아태평양,Bhutan,부탄,Paro
Paros National Airport,파로스 내셔널 공항,PAS,LGPA,유럽,Greece,그리스,Paros
Parsabad Moghan Airport,파르사바드 모간 공항,PFQ,OITP,중동아프리카,Iran,이란,Parsabad
Pasighat Airport,파시가트 공항,IXT,VEPG,아시아태평양,India,인도,Pasighat
Pasni Airport,파스니 공항,PSI,OPPI,중동아프리카,Pakistan,파키스탄,Pasni
Pathankot Airport,파탄코트 공항,IXP,VIPK,아시아태평양,India,인도,Pathankot
Pathein Airport,파테인 공항,BSX,VYPN,아시아태평양,Myanmar,미얀마,Pathein
Patos Airport,파토스 공항,JPO,SNTS,중남미,Brazil,브라질,Patos
Patos de Minas Airport,파토스 데 미나스 공항,POJ,SNPD,중남미,Brazil,브라질,Patos de Minas
Patrocinio Airport,파트로시니오 공항,n/a,SNPJ,중남미,Brazil,브라질,Patrocinio
Pattimura Airport,파티무라 공항,AMQ,WAPP,아시아태평양,Indonesia,인도네시아,Ambon
Pau Pyrenees Airport,포 피레네 공항,PUF,LFBP,유럽,France,프랑스,Pau
Paulo Afonso Airport,파울루 아폰소 공항,PAV,SBUF,중남미,Brazil,브라질,Paulo Afonso
Pavlodar Airport,파블로다르 공항,PWQ,UASP,아시아태평양,Kazakhstan,카자흐스탄,Pavlodar
Payam International Airport,파얌 국제공항,PYK,OIIP,중동아프리카,Iran,이란,Karaj
Payerne Airport,페이에른 공항,VIP,LSMP,유럽,Switzerland,스위스,Payerne
Pays d'Ancenis Airport,안세니스 공항,n/a,LFFI,유럽,France,프랑스,Ancenis
Peace River Airport,피스 리버 공항,YPE,CYPE,북미캐나다,Canada,캐나다,Peace River
Peawanuck Airport,피와넉 공항,YPO,CYPO,북미캐나다,Canada,캐나다,Peawanuck
Pechora Airport,페초라 공항,PEX,UUYP,유럽,Russia,러시아,Pechora
Pecs Pogany Airport,페치스 포가니 공항,PEV,LHPP,유럽,Hungary,헝가리,Pecs Pogany
PedasI Airport,페다시 공항,PDM,n/a,중남미,Panama,파나마,PedasI
Pedro Bay Airport,페드로 베이 공항,PDB,n/a,북미캐나다,United States,미국,Pedro Bay
Pelican Seaplane Base,펠리컨 수상비행기 기지,PEC,n/a,북미캐나다,United States,미국,Pelican
Pellston Regional Airport,펠스턴 리저널 공항,PLN,KPLN,북미캐나다,United States,미국,Pellston
Pemba Airport,펨바 공항,PMA,HTPE,중동아프리카,Tanzania,탄자니아,Pemba Island
Pemba Airport,펨바 공항,POL,FQPB,중동아프리카,Mozambique,모잠비크,Pemba
Pembina Municipal Airport,펨비나 공항,PMB,n/a,북미캐나다,United States,미국,Pembina
Pembrey West Wales Airport,펨브리 웨스트 웨일즈 공항,n/a,n/a,유럽,United Kingdom,영국,Pembrey
Penajam Airport,페나잠 공항,n/a,n/a,아시아태평양,Indonesia,인도네시아,Penajam
Penang International Airport,페낭 국제 공항,PEN,WMKP,아시아태평양,Malaysia,말레이시아,Penang
Pensacola International Airport,펜사콜라 국제 공항,PNS,KPNS,북미캐나다,United States,미국,Pensacola
Penticton Regional Airport,펜틱턴 공항,YYF,CYYF,북미캐나다,Canada,캐나다,Penticton
Penza Airport,펜자 공항,PEZ,UWPP,유럽,Russia,러시아,Penza
Perales Airport,페랄레스 공항,IBE,SKIB,중남미,Colombia,콜롬비아,Ibague
Perigueux Bassillac Airport,베리괴바시악 공항,PGX,LFBX,유럽,France,프랑스,Perigueux
Perito Moreno Airport,페리토 모레노 공항,PMQ,SAWP,중남미,Argentina,아르헨티나,Perito Moreno
Perm International Airport,페름 국제공항,PEE,USPP,유럽,Russia,러시아,Perm
Perpignan Rivesaltes Airport,페르피냥 리브잘트 공항,PGF,LFMP,유럽,France,프랑스,Perpignan
Perryville Airport,페리빌 공항,KPV,PAPE,북미캐나다,United States,미국,Perryville
Persian Gulf Airport,페르시아 걸프 공항,PGU,OIBP,중동아프리카,Iran,이란,Asaloyeh
Perth Airport,퍼스 공항,PER,YPPH,대양주,Australia,오스트레일리아,Perth
Peter Zuze Air Force Base,피터 주즈 공군기지,n/a,n/a,중동아프리카,Zambia,잠비아,Ndola
Peterborough Airport,피터버러 공항,YPQ,CYPQ,북미캐나다,Canada,캐나다,Peterborough
Petersburg James A. Johnson Airport,피터스버그 제임스 A. 존슨 공항,PSG,PAPG,북미캐나다,United States,미국,Petersburg
Petropavl Airport,페트로파블 공항,PPK,UACP,아시아태평양,Kazakhstan,카자흐스탄,Petropavlovsk
Petropavlovsk Kamchatsky Airport,페트로파블로프스크 캄차츠키 공항,PKC,UHPP,유럽,Russia,러시아,Petropavlovsk
Petrozavodsk Airport,페트로자보츠크 공항,PES,ULPB,유럽,Russia,러시아,Petrozavodsk
Pevek Airport,페벡 공항,PWE,UHMP,유럽,Russia,러시아,Pevek
Phaplu Airport,파플루 공항,PPL,VNPL,아시아태평양,Nepal,네팔,Phaphlu
Phetchabun Airport,펫차분 공항,PHY,VTPB,아시아태평양,Thailand,태국,Phetchabun
Philadelphia International Airport,필라델피아 국제 공항,PHL,KPHL,북미캐나다,United States,미국,Philadelphia
Philip S. W. Goldson International Airport,필립 SW 골드슨 국제 공항,BZE,MZBZ,중남미,Belize,벨리즈,Belize City
Phitsanulok Airport,핏사눌록 공항,PHS,VTPP,아시아태평양,Thailand,태국,Phitsanulok
Phnom Penh International Airport,프놈펜 국제 공항,PNH,VDPP,아시아태평양,Cambodia,캄보디아,Phnom Penh
Phoenix Deer Valley Airport,피닉스 디어 밸리 공항,DVT,KDVT,북미캐나다,United States,미국,Phoenix
Phoenix Goodyear Airport,피닉스 굿이어 공항,GYR,KGYR,북미캐나다,United States,미국,Goodyear
Phoenix Mesa Gateway Airport,피닉스메사 게이트웨이 공항,AZA,KIWA,북미캐나다,United States,미국,Phoenix
Phoenix Sky Harbor International Airport,피닉스 스카이 하버 국제 공항,PHX,KPHX,북미캐나다,United States,미국,Phoenix
Phrae Airport,프래 공항,PRH,VTCP,아시아태평양,Thailand,태국,Phrae
Phu Bai International Airport,푸바이 국제공항,HUI,VVPB,아시아태평양,Vietnam,베트남,Hue
Phu Cat Airport,푸캇 공항,UIH,VVPC,아시아태평양,Vietnam,베트남,Qui Nhon
Phu Quoc International Airport,푸꾸옥 국제공항,PQC,VVPQ,아시아태평양,Vietnam,베트남,Phu Quoc Island
Phuket International Airport,푸켓 국제 공항,HKT,VTSP,아시아태평양,Thailand,태국,Phuket
Piarco International Airport,피아코 국제 공항,POS,TTPP,중남미,Trinidad and Tobago,트리니다드토바고,Port of Spain
Pichoy Airport,피쵸이 공항,ZAL,SCVD,중남미,Chile,칠레,Valdivia
Pickle Lake Airport,피클 레이크 공항,YPL,CYPL,북미캐나다,Canada,캐나다,Pickle Lake
Pico Airport,피코 공항,PIX,LPPI,유럽,Portugal,포르투갈,Pico Island
Picton Aerodrome,픽턴 비행장,n/a,n/a,아시아태평양,New Zealand,뉴질랜드,Picton
Piedmont Triad International Airport,피드몬트 트라이어드 국제 공항,GSO,KGSO,북미캐나다,United States,미국,Greensboro
Piedras Negras International Airport,피에드라스 네그라스 국제공항,PDS,MMPG,중남미,Mexico,멕시코,Piedras Negras
Pierre Regional Airport,피에르 공항,PIR,KPIR,북미캐나다,United States,미국,Pierre
Pierrefonds Airport,피에르퐁 공항,ZSE,FMEP,중동아프리카,Reunion,리유니온,Saint-Pierre
Piestany Airport,피에슈하니 공항,PZY,LZPP,유럽,Slovakia,슬로바키아,Piestany
Pietermaritzburg Airport,피터마리츠버그 공항,PZB,FAPM,중동아프리카,South Africa,남아프리카,Pietermaritzburg
Pikangikum Airport,피캉기쿰 공항,YPM,CYPM,북미캐나다,Canada,캐나다,Pikangikum
